,label,clean_text
6099,joy,attitude toward struggle equally important action work optimism
6100,joy,attitude toward struggle equally important action work
6101,joy,moment levity charlotte dude rollerblade go skate protester well wear short short blow whistle
6102,joy,profitable money manager client mind high profit share take since happy return make
6103,joy,vbadawey every need choose hope fear diversity division justin miss optimism change sunniness love
6104,joy,msdhoni dhoni bcoz calmness match win finisher proud miltirian husband wonderful humanbeing smile
6105,joy,msdhoni dhoni bcoz calmness match win finisher proud miltirian husband wonderful humanbeing
6106,joy,piersgough thoroughly lively imaginative developer sager always challenge well well islingtonsq
6107,joy,sophtulig personally prefer happy
6108,joy,finally brace stop smile
6109,joy,outlanderhome film tobiasmenzies smile please
6110,joy,beastfiretimdog game sit lean heyday lean last start vitriolic mostly
6111,joy,hard cheer team north america since take
6112,joy,wanna blithe read goat
6113,joy,urclassless think yawn actor die drug overdose glee
6114,joy,urclassless think yawn actor die drug overdose
6115,joy,want highlight bright ever lose someone look dark find
6116,joy,want others happy practice compassion want happy practice compassion dalai lama
6117,joy,menglishmusic thank fantastic even brilliant show truly sparkle talent night quickly
6118,joy,positive tonight clean sheet payet free kick practice zaza look lively make good run
6119,joy,look smile photograph secret behind fake smile fact fact life
6120,joy,impractical joker practically genius bqquinn good thesoul impracticaljokers bingewatching
6121,joy,impractical joker practically genius bqquinn laughter good thesoul impracticaljokers bingewatching
6122,joy,ilofitt laughter happiness spiritual mental physical pizza kid pizza work hard facet fitlife
6123,joy,somong mgmt need bust elite need job need clean blithe inner city rebuild house cont
6124,joy,pixelmonsteryt teamge izedeptic ztumtum crimtidetv ltgrandslam slinkercorn bahahahaha dean look hilarious damn
6125,joy,accept challenge literally even feel exhilaration victory george patton
6126,joy,sowerash great hear thing make feel like hearty chicken noodle soup right
6127,joy,woah overtime exhilarate seat hand mackinnon
6128,joy,irony hilarity make taylor lautner super cold time lose miss show screamqueens
6129,joy,pawpaw good time rejoice heaven first birthday
6130,joy,watch phil webcast something miss remind blithe journey bway might gershwin
6131,joy,night sparkle wonder strike nblushing home
6132,joy,please stop merriment annoy
6133,joy,love sing time weekly choir come kwoir theartworksuk tomorrow choir musiclondon
6134,joy,love sing time weekly choir come kwoir theartworksuk tomorrow choir glee musiclondon
6135,joy,happy everything good good side everything
6136,joy,happy everything good good side everything
6137,joy,happy everything good good side everything optimism
6138,joy,crossfit houston homefolk spry propriety regime ajafue
6139,joy,understand please want tire
6140,joy,lovely story actually ruth hubby cashcow sunriseon funny leave phone happy
6141,joy,inglorious distinguish auction joviality touch back side auction otherwise advance order vawyzad
6142,joy,know beauty smile best curve
6143,joy,boy fall make miss cheer friday night much sooooo bulldogslways
6144,joy,babylonian convince watch killgrave give literal nightmare watch last episode four time smile
6145,joy,babylonian convince watch killgrave give literal nightmare watch last episode four time
6146,joy,bratzhead happy birthday beautiful cheerful sister ever llnp
6147,joy,jaredwyand trump laugh anyway expression never change smile moment levity nothing racist
6148,joy,soboleskih okay hilarious
6149,joy,homoaesthetics yesyesyes like closest cahracter similar blaine optimism ability crack tough character
6150,joy,class great person good cheer
6151,joy,dayveesutton thank like little pumpkin smallest playful wake morning
6152,joy,gotta happy
6153,joy,would enrique busquet hilarious
6154,joy,would enrique busquet
6155,joy,vincent look super lively hattrick perhaps
6156,joy,nick offerman meganomullally summerof show sexuality pure mirth thank belly laugh butt jape
6157,joy,marcorubio mention high school age daughter joyous occasion college bring fear trepidation
6158,joy,ukulele fall apart welll least life
6159,joy,ukulele fall apart welll least life optimism
6160,joy,everyday wake different spursofficial player sign contract extension love future coys
6161,joy,everyday wake different spursofficial player sign contract extension love future bright coys
6162,joy,swear people dont wanna happy like anything fuck go
6163,joy,meogysdailyvocabenhancment elation quality state elate feel state great pride
6164,joy,accept challenge feel exhilaration victory george patton quote
6165,joy,accept challenge feel exhilaration victory george patton quote motivation entrepreneur
6166,joy,crazace look cool animate well pixel
6167,joy,tomorrow first fall elate
6168,joy,appreciate enjoy life nuse smile help others
6169,joy,shawnstockman would hilarious frighteningly point go apple national disgrace
6170,joy,feel like friend bring freshman class game earlier year keep smile
6171,joy,jmrescue brilliant hop see horse tomorrow cheer equestrianhour
6172,joy,happy birthday shorty stay fine stay breezy stay wavy daviistuart
6173,joy,philrosenthal perhaps miss another season ihwph nyou joyous gleeful prospect eat
6174,joy,blast play game hear testimony pastor jeremy house fellowship food praise gospel coffey
6175,joy,blast play game hear testimony pastor jeremy house fellowship food laughter praise gospel coffey
6176,joy,dick recently right happy sick smile life good
6177,joy,learn smile good morning go long say thankyou go even quote retweet inspire
6178,joy,well mood today bring tease flirt xdressers laughter roleplayers also confession secret underdeskloser
6179,joy,beingbrilliant johnmurrays welcome genuinely make give head wobble realise important life
6180,joy,mywrldsbl wolf want hihi
6181,joy,mywrldsbl wolf want hihi breezy
6182,joy,peoplelikemebecause razor sparkle personality
6183,joy,take little make child life joyful work hard make live hell middleeasteye peace
6184,joy,soul search like announce choose chrissyteigen nicolerichie adopt sister hilarity
6185,joy,animate little thing might post tomorrow since itll good thursday nice
6186,joy,killerinasuit get ban still lurk corner underneath sofa much eyepatch delight
6187,joy,erinandrews dwts make night every show hilarious
6188,joy,erinandrews dwts make night every show
6189,joy,latest optimism keep raider oakland live right kcbsnews meet lott schaaf talk stadium
6190,joy,epicurus least dependent upon morrow go meet morrow cheerfully
6191,joy,everyone hat twice kinda bop bump cheer
6192,joy,bit cook actual taste cook bit taste awful hilarity taste safe ingest
6193,joy,gothictana delight
6194,joy,deviant differently enigmatic bellboy passage correct ring jaunty iwldpe
6195,joy,nadyaginsburg thank unfailingly bring much life incredibly talented maker mirth
6196,joy,find good negative negative turn good anxietyrelief optimism openminded
6197,joy,game nerve settle cheer home guy aflcatsswans proudlysydney goswans sydneyswans swanssupport
6198,joy,thank brad pitt trashy way bring modicum levity otherwise lame week political
6199,joy,lose draw football fan rejoice west chelsea fan beat shit council house coys
6200,joy,envy least give warmth melt taylorlautner twilight quote
6201,joy,envy least give warmth melt taylorlautner twilight hilarious quote
6202,joy,literally die live time catch adrian twitter follow life basic hilarity
6203,joy,literally die live time catch adrian twitter follow life basic
6204,joy,charm liveliness also weakness
6205,joy,want darren open video appreciate hilarity
6206,joy,okay deepbreathes sydneyswans cheer cheer side peep aflcatsswans proudlysydney
6207,joy,come bullskitcomedy fundraiser thescottblock face hilarity
6208,joy,come bullskitcomedy fundraiser thescottblock face
6209,joy,faultlessfacade really say response perceive force jovial tone slide jeep onto
6210,joy,thus begin week holiday holiday cheer ghastinoir rest
6211,joy,thus begin week holiday holiday ghastinoir rest
6212,joy,brigetjonesbabys brigetjonesbaby best film hilarious good funny
6213,joy,newhouse granny would know chirp
6214,joy,celtic give something cheer place empty soak nephew birthday start well drop
6215,joy,girlandlurchers peep always cheer others fine drool gbbo
6216,joy,enews breezy deserve
6217,joy,simmy hanley schrise also delight
6218,joy,simmy hanley schrise also
6219,joy,nearly aesthetically please enough need phone
6220,joy,someonesanidiot sean lynagh hearty lawsuit nascar raise beer price accommodate loss
6221,joy,veryeloise gunna make need glee
6222,joy,kurt literally glee
6223,joy,kurt literally
6224,joy,whatever decide make sure make happy
6225,joy,whatever decide make sure make
6226,joy,mini tour glee heart cry tear happiness sadness
6227,joy,light shin thru clear sparkle stream piss sight woman never know also tell system system healthy
6228,joy,treat laughter form worship spiritual warfare live victory worship
6229,joy,treat laughter form worship spiritual warfare laughter live victory worship
6230,joy,embitteredicon grin steve lip murmur word playful tone want shirt sure could accommodate
6231,joy,peoplelikemebecause people use hashtag brag interest please others please
6232,joy,boy rejoice badger corner reclaim first social year cluboftheyear
6233,joy,look hilarious much
6234,joy,people call make night hilarious
6235,joy,people call make night
6236,joy,hilarity ensue
6237,joy,person renown cheerful expectation solution pleasure principle back hsnhzmjsc
6238,joy,be physical reality reflection always joyful extend live
6239,joy,xgames look exhilarate look forward see
6240,joy,like say plenty cheddar cheese around everyone
6241,joy,like say plenty cheddar cheese around everyone smile
6242,joy,howl laughter well do bezza bakeoff gbbo
6243,joy,uncertainty halsey tease lip curve jovial smirk
6244,joy,scottlocker thank notification come nick time cheer tweet
6245,joy,buy steam port vice city delight billie jean soundtrack
6246,joy,never make decision angry never make promis happy
6247,joy,glacierqxeen whoo welcome greet cheerfully
6248,joy,thenthapple haha like optimism cause make situation le mind boggle
6249,joy,mrstarax plategotate rejoice
6250,joy,sometimes back proud please well
6251,joy,musicologist disney animate musical film thelionking influence williamshakespeare hamlet song eltonjohn
6252,joy,jackhoward christmas episode genuinely tear laughter
6253,joy,make squirrel friend today give core plum eat seem happy
6254,joy,julwhite chirp chirp
6255,joy,kaijinboyfriend animate much recently technology wise make nice combination look
6256,joy,indermethil true rejoice fact sign quality young need least marcbartra mebbe
6257,joy,priny baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend love lot chapter bdaygirl love
6258,joy,priny baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend love lot chapter bdaygirl happy love
6259,joy,carras still bright
6260,joy,accept challenge feel exhilaration victory mbmclisse
6261,joy,sanatana lopez definitely glee
6262,joy,sanatana lopez definitely
6263,joy,maybe entire russian team test positive meldonium north american replace optimism
6264,joy,maybe entire russian team test positive meldonium north american replace
6265,joy,cool smart cowboystwitter folk chirp stuff review join
6266,joy,find good negative negative turn good anxietyrelief openminded
6267,joy,andiymouse jordana brown ghtcamp sure fine always change beer cheer squad
6268,joy,adult remain jovial amidst news
6269,joy,find smile even laugh joke even think particularly funny know love
6270,joy,catch richardegrant wonderful series ealingcomedies infectious delight every interview film clip
6271,joy,survive spin try stair hilarious jellylegs
6272,joy,lively even
6273,joy,bridesmaid dress carnal delight addition separate rfpbax
6274,joy,wuffinarts heartfelt condolence glad pas levity love heart
6275,joy,root canal therapy reputation past technology allow comfortable procedure dental
6276,joy,root canal therapy reputation past technology allow comfortable procedure smile dental
6277,joy,well draw lively eflcup
6278,joy,laughter powerful thing everybody deserve laugh like shitty romcoms giggle outta planet uranus power
6279,joy,much vixx keep smile
6280,joy,lethalweapon suicidal ptsd fuck funny hilarity begin
6281,joy,xmaseveevil rejoice fool body double long death secret like hawk
6282,joy,fuck people smile back corridor
6283,joy,lakeline still find please
6284,joy,wish hilarious autocorrect fail
6285,joy,dehydrate exhaust stress still bless
6286,joy,dehydrate exhaust stress still bless optimism
6287,joy,bill free time game chelsea come around nthat lively least
6288,joy,havent learn swim keep work denser le buoyant swim scary also cant swim
6289,joy,semores mirth keepthetradition
6290,joy,senpai vanilla would height hilarity fact adult swan highly likely attack
6291,joy,nhlstorenyc teamna nhlnycsweepstakes watch team north america cheer team canada
6292,joy,sport seed johnson chase double delight tour championship
6293,joy,meth documentary exhilarate
6294,joy,head north arrive breezy cave smell sweet glance watch run minute late
6295,joy,eleven eggos turn around smile hug gently
6296,joy,selbsie yapyap upon time avid fanfiction patron heyday
6297,joy,tell truth make someone well tell make someone smile truth offalonehugots
6298,joy,tell truth make someone well tell make someone smile truth smile offalonehugots
6299,joy,happy mean let cling attachment thing life wednesdaywisdom life
6300,joy,tire body mind sparkle teeth follower good night apocalypse good luck aspie
6301,joy,refuse chirp chirp girl
6302,joy,hard stifle laughter overhear comment really amaze worst way
6303,joy,walk little shirt year shout distance meter jovial manner say
6304,joy,ask thing guy tonight happy proud disappoint football timetoclimbthetable
6305,sadness,teen son leave haircut pray storm make home safely terencecrutcher
6306,sadness,teen son leave haircut pray storm make home safely terencecrutcher
6307,sadness,hartramsey suplift still discourage mean listen wrong voice look wrong source look lord
6308,sadness,amontanaw nearly drop phone sink hahahaha
6309,sadness,whenever feel listen monsta teddy bear always feel well
6310,sadness,spamvicious find candice candace pout like
6311,sadness,british airway concorde lounge terminal sadden service dismal expect reply
6312,sadness,facebook depress without even apps want log miss least interest event
6313,sadness,offend policy wonk real proposal eliminate subminimum wage probably good might discourage hire disable
6314,sadness,believe work meaningful client would agree feel like pawn lose chaotic world
6315,sadness,refuse discourage
6316,sadness,yukkikuma cheer face alot prettier frown
6317,sadness,mhchat sadness resentment past sadness fear future live mhchat
6318,sadness,lifer condemn menforchoice see criticize dismal american foster care adoption system
6319,sadness,love family never dull moment house
6320,sadness,october wreckinso ready tear keeptalkin wreckinso brandonmanitoba country rock blue
6321,sadness,scar present front class severe anxiety whats sometimes depression check imediately
6322,sadness,grim night getthefirelit
6323,sadness,bitcoinbelle pamelawjd start mournful kick major last verse good guy change word exist song
6324,sadness,xaninaany serious tell
6325,sadness,time despair despair fuckthisanime
6326,sadness,leighsteinberg april keep good work sober prouder
6327,sadness,lose game worst feel mixture anger sadness shame anxiety last day
6328,sadness,ccgaryroberts community police lose
6329,sadness,easy fall asleep class hard true sober whileyouweresleeping insomnia teamfollowback rocktheretweet
6330,sadness,easy fall asleep class hard true whileyouweresleeping insomnia teamfollowback rocktheretweet
6331,sadness,moment finish netflix series nothing else watch depression
6332,sadness,beakmoo hmmmm point think twitter dull lamination
6333,sadness,ask hoco instagram someone lose love maturity people grade
6334,sadness,jensenackles jarpad whatever hold look like droop
6335,sadness,surfer girl speak language anymore justsaying sadness
6336,sadness,nikesupport thats week able sign time move find another strongly discourage nikerun
6337,sadness,arizernial nesquikmills discourage best idea
6338,sadness,soldier zone hold higher level rule engagement police officer
6339,sadness,soldier zone hold higher level rule engagement police officer
6340,sadness,nephew cousin nowhere near guy could kill moment think color
6341,sadness,nephew cousin nowhere near guy could kill moment think color
6342,sadness,write drink edit sober nforget save wake hungover amwriting sober
6343,sadness,someone keep laugh fret least give happiness quote quotestoliveby
6344,sadness,back time selection last night absolutely buzz bring roach kickittomehigh nswgaa blue statevstate
6345,sadness,head layover food wrong move bail food barely make southwestair wannagetaway contest
6346,sadness,head layover food wrong move bail food barely make southwestair wannagetaway contest
6347,sadness,burst cry alone realize truly know unhappy really want anyone know
6348,sadness,ever grow weary good headline look trend line hope billclinton
6349,sadness,thomashcrown laurakfillault historic evangelical wonder donatist point dreadful clergy circle
6350,sadness,inluvwithaghost frown intensely watch plastic memory
6351,sadness,worst affliction someone know ever convince
6352,sadness,much pussy panic attack uncontrollable anxiety suicidal fantasy sadness yearn death
6353,sadness,actually understand plumber wire would sink
6354,sadness,real life conundrum cant find good spot mini hoop really start depress
6355,sadness,heartbeat forever stumble memory thing past long loss shape form sadness
6356,sadness,might serious number sound well wild card race
6357,sadness,urgent need constant gloom current get ridiculous
6358,sadness,john magic lose
6359,sadness,really order good china like internet fraudsters government really
6360,sadness,sulk listen lana
6361,sadness,wait listen single mystery album newmusic newsingle newalbum popmusic dark
6362,sadness,candice pout gonna take someone mate gbbo
6363,sadness,pine colada starburst nasty
6364,sadness,batmantelltaleseries look good grow weary game style batman
6365,sadness,bolain branden grimstoyshow grim find break matt hardy delete everything
6366,sadness,sentinalsmom baal dash forward boost forward power flight sword point void mean stop short
6367,sadness,find sadness graham lyric
6368,sadness,tell therapist dance team unhappy
6369,sadness,palabras think need experience madness despair stuff make human
6370,sadness,texan astros shut tonight houston back normal texan astros sadness loser
6371,sadness,feel horribly depress despondent life future lauraroyden always know
6372,sadness,space gayz high fantasy feel like could make melancholy college slice life thing work
6373,sadness,social share dark traffic come darksocial colinzalewski liftsocial
6374,sadness,least try discourage anymore want never become anything worth contribute society
6375,sadness,thebennatan warn discourage
6376,sadness,nigerialng tonyattah lestweforget graduate trainee recruitment conclude disappoint weary however wewait
6377,sadness,help cause plantingaseed recovery sober addiction
6378,sadness,mariamveiszadeh get close poll many ignorant depress painful something need change bethechange
6379,sadness,ticcikasie sadly history teacher talk fuck remember
6380,sadness,define term opposition cloud mirror phenomenon almost always mistake
6381,sadness,serve gloomy higher wolf village
6382,sadness,finally watch hungergamesmockingjay morning sadly feel little disappoint toomuchhype
6383,sadness,thecatcampbell ravenclaw sadness shouldhavebeenhufflepuff
6384,sadness,go sulk week ourgirl back michkeegan benaldridge best ourgirlwatch
6385,sadness,bokunogio momma worse tony soprano momma history major
6386,sadness,bokunogio momma worse tony soprano momma history major
6387,sadness,trueryuga tear play football knee serious business take care lemme know need anything
6388,sadness,mlastandard depth sink readership deserve
6389,sadness,season grey anatomy premier today season sadness
6390,sadness,thixotropic sudden sink know come
6391,sadness,long kind tweet melancholy downfrontartist defeat
6392,sadness,dream show cisco melancholy ahid
6393,sadness,great start good comeback boy earn point bring saturday blue
6394,sadness,live depression mean must defeat nevery yesterday decide today look like
6395,sadness,magrove mark clareftballnews jersey glove dark
6396,sadness,since sober life hard
6397,sadness,reach follower thank blue mcfc ctid
6398,sadness,mine pas know inconsolable devastate
6399,sadness,throw straight american horror story time grieve
6400,sadness,sigh depression saddness afterellen shitsucks
6401,sadness,rosalilium wear black tomorrow mourn
6402,sadness,really unhappy dont like like dont nyall okay love
6403,sadness,yesnicksearcy counterparty although expect trumpie understand difference real thing pretend thing
6404,sadness,yesnicksearcy counterparty although expect trumpie understand difference real thing pretend thing
6405,sadness,tell camp happy purely bojan muni nboth normally guy completely deject something right
6406,sadness,migraine hangover stand dish exhaust depression chronic pain anxiety depression pain
6407,sadness,migraine hangover stand dish exhaust depression chronic pain anxiety pain
6408,sadness,sober weekend
6409,sadness,point claim yters lose half viewership use direct capture search change happen
6410,sadness,jessimccree gabriel would eventually start frown gain conciousness apparently really painful tear form
6411,sadness,pessimist ever discover secret star sail uncharted land open doorway human spirit keller
6412,sadness,lgbt person tell someone else identify valid everything stand
6413,sadness,think become buddha recovery addiction sober sobriety
6414,sadness,drink key well sober find anywhere
6415,sadness,mets jdegrom depress
6416,sadness,mandyjohnson honest hope annoy southern bint look pout go week selasi
6417,sadness,last week dreadful open wound gossip others evil spill thier lip melancholy sadnnes
6418,sadness,onefumi see many people mourn loss surprise tweet suppose
6419,sadness,downseung sorry loss ever give shit take time mourn matter long take
6420,sadness,hrmanagement must discourage expediency factor encroach roll credible workplaceviolenceprevention policy
6421,sadness,beenishparvez salaam allah protect sadness illness harm nazr aameen stay bless
6422,sadness,walk darkness despondency verse memorize shine light heart despondency
6423,sadness,ldhranousby robharris incline think documentary harm good despair people critical faculty
6424,sadness,thank pret give free coffee bring reusable airport time depress
6425,sadness,really sink see hour
6426,sadness,care shape blue fuck hide nlong overdue front
6427,sadness,talk someone past fuck thing like people really heart
6428,sadness,final vestige childhood dash shoal hear house cover tracy chapman fast dayjob
6429,sadness,naynay whore pretty sure cause ever since saturday super
6430,sadness,go make life mission discourage anyone use capitalone blind
6431,sadness,luckily help good people also manage free depression unfortunately last little
6432,sadness,ashleighjessica zacflint give pout firm
6433,sadness,day know heart beat depression
6434,sadness,go report stoke play tonight think stay messageboard tonight though grim
6435,sadness,overwhelm sadness shall pas lonley startingover
6436,sadness,overwhelm sadness shall pas lose lonley startingover
6437,sadness,hoggybear bantz absolutely notch inconsolable realise
6438,sadness,mourn ambe ruin ongoing shitpost tony crime hijack vaguely racist memers
6439,sadness,depress watch news today bullet news rape wrong people india shameless depress
6440,sadness,mariankeyes pout tip edge definitely agin feic bake full make boot heel
6441,sadness,wear yellow today bring little sunshine gloomy yourewelcome
6442,sadness,look average player play pine nani rafael
6443,sadness,hop hear serious donnietrumpet tonight
6444,sadness,contain depression economic engine sustainability joel makower markmykleby vergecon newgrandstrategy
6445,sadness,shannonbeador know truth public figure word mean nothing unhappy mean trouble vile bully
6446,sadness,pricesjrw swoozyqyah block try discourage
6447,sadness,leahskahn honestly care selasi mess lackadaisical attitude good danish
6448,sadness,bbctomenglish timessport dreadful franglaise
6449,sadness,unhappy
6450,sadness,punjabified porkistan lose terribly american intervation talk stop
6451,sadness,serious fredsirieix live peckham south london love guru
6452,sadness,hate frown rather smile
6453,sadness,lindafrum sadly least year point even info selfie lover vote enough enough
6454,sadness,chipotletweets gabe worst part status month chipotle near enough campus sadness
6455,sadness,everything dream stay
6456,sadness,candace pout get right tit gbbo
6457,sadness,california sissified page rule class separation passage dispirit attestative alphanumeric code wyrdljpyu
6458,sadness,probably hunger depression dissociate equal weird time anything else
6459,sadness,reikimuse mhchat beyond sadness point do inside live cptsd always pity party
6460,sadness,night room pollute syringe notebook shadow move kind night away melancholy away
6461,sadness,reecetop pack midfield stifle flair posse kill entertainer dull reshuffle predictable slow average
6462,sadness,get excite clearwaterjazz play main stage sunday jazzholiday riesbrothers rock
6463,sadness,get excite clearwaterjazz play main stage sunday jazzholiday riesbrothers rock blue
6464,sadness,really plan make video week die phone break truck die depression take wonder karma
6465,sadness,removal regardless cost lamentable answer ajvksk
6466,sadness,replace sadness laughter whole
6467,sadness,need advice needmotivation
6468,sadness,need advice depress needmotivation
6469,sadness,feel like drown depression anxiety falure worthless
6470,sadness,datguydark fret many opportunity life worry work
6471,sadness,candice stand pout face aggravate every week
6472,sadness,think learn classical ancient japanese might help permanently depression sometimes suffer sudden
6473,sadness,never taste happiness perfection fortunate success mix sadness success sadness perfection fortunate mix
6474,sadness,never taste happiness perfection fortunate success mix sadness success perfection fortunate mix
6475,sadness,anybody know good place book show montreal short super short notice punkrock postpunk blue
6476,sadness,accept flaw grrmspeaking quote mentalhealth psychology depression anxiety
6477,sadness,messyourself depression
6478,sadness,hamzakhawaja depression
6479,sadness,othrcarl purenift sadly smutty
6480,sadness,sink meet twin
6481,sadness,news leg hurt run min dreadful flatfoot
6482,sadness,friend away world abhor await somber morrow matter wind blow
6483,sadness,happy birthday lose lose dharmainitiative year september oceanic
6484,sadness,mattwinton foot frown
6485,sadness,marisa enbot make somewhat gloomy
6486,sadness,sigh depress
6487,sadness,news propaganda network lose lie tell truth face
6488,sadness,mhchat childood experience leave permanent deep sadness adult underlie everything mhchat
6489,sadness,wrinkle merely hide frown mark twain
6490,sadness,mine forlorn
6491,sadness,coincidence turn listen watch objective captureyourmind fear depression findgodnow
6492,sadness,type flee adversity discourage always stand strong paint
6493,sadness,cop chillin pine lake
6494,sadness,moron smfh lackadaisical
6495,sadness,sometimes take sadness know happiness noise appreciate silence absence value presence
6496,sadness,rosalarian hate post blue avoid plague constant hand sanitizer
6497,sadness,follow juspopmolly snapchat sit sink right cocaineandtacos
6498,sadness,chaseandstatus song mega remind sundownuk blue
6499,sadness,autumnalequinox night draw great time look put light dark showroom news wirral
6500,sadness,weather change sunny bright gloomy time match afternoon mood
6501,sadness,stcap still try sort suppose also high expectation sadness
6502,sadness,help someone depression believe trust therapist
6503,sadness,pretty deject fancam scfc tbptv
6504,sadness,clan seriously never dishearten
6505,sadness,seem photo booth able instantly post twitter wait till sober mess
6506,sadness,anxiety depression group livingwellihc begin october week contact register mindfulness halifax
6507,sadness,rooney whip mufc
6508,sadness,rooney whip mufc
6509,sadness,nothing else could possibly damper ray someone kickinnnnn breath
6510,sadness,cell hold charge sadness
6511,sadness,know much hurt best friend
6512,sadness,often disturb people find appropriate acceptable funny cute adult find stuff humorous
6513,sadness,often disturb people find appropriate acceptable funny cute adult find stuff humorous
6514,sadness,much next bike blue frustrate loud travel come
6515,sadness,oriole contention host redsox nation camden empty
6516,sadness,oriole contention host redsox nation camden empty
6517,sadness,brians blackeyednblues onthehorn also know nigella lawsons blue pizza
6518,sadness,felt surprisingly gloomy scout today recognize yeah didnt spend many gem
6519,sadness,loueezecee know much bloody pout take
6520,sadness,hope goal come soon either side otherwise serious threat dull frustrate game coys
6521,sadness,john hanna become dreary also
6522,sadness,usually rush colder weather year ready coffee dark lippies scarf sweater boot
6523,sadness,today visit dream even though physically go still mourn
6524,sadness,wonder wolfcreek show sponsor anti tourist board australia discourage visitor stayathome dontvisit
6525,sadness,theresa talbot fleurrbie haha sorry dreadful pun need cooped lately
6526,sadness,moment kill spirit natural princesstaye murder suicide depression racism pride
6527,sadness,moment kill spirit natural princesstaye murder suicide racism pride
6528,sadness,know mourn loss stitch great escape kind cost cut park really care
6529,sadness,need beat instrumentals serious artist
6530,sadness,king action really sadden today word power still cringe hear
6531,sadness,meghan teach blue keyboard fundamental classical major like
6532,sadness,airport depress watch love couple cute people come holiday cute hurry november
6533,sadness,foxnews think provoke lead question really happen
6534,sadness,listen wdwradio work slice sunshine dreary cube world life
6535,sadness,close dark inside
6536,sadness,bowl food processor break cuisinart sadness
6537,sadness,feel gloomy
6538,sadness,today kudos jaime garcia fine out encourage last week judo jaime garcia dismal out discourage
6539,sadness,dreary today nfriend teenager shakespeare reincarnation dumbass
6540,sadness,jboughton might donate money stop shit pessimist
6541,sadness,nytimes medium celebrate king endorse obama criticize endorse trump want civil right
6542,sadness,broadly criminalize post brown frown jack cooky diesel join
6543,sadness,wdwnt spooky night disney fortwilderness campground disneyworld powerfailure dark
6544,sadness,christianjmay cityam nconfidence hold despite constant continual doom gloom
6545,sadness,might even verge depression
6546,sadness,thesgjournal step littlestokepark step prioritise football step profit depress
6547,sadness,lose somebody close heart lose well lose
6548,sadness,lose somebody close heart lose well
6549,sadness,blacktolive good trump fucken king havnt sink since mike tyson pathetic don
6550,sadness,jamiesonhelen mariankeyes three agin pout
6551,sadness,complain pessimism regret anger
6552,sadness,sober day lmao
6553,sadness,depress hate xdddd depress loner
6554,sadness,want highlight bright ever lose someone look dark find
6555,sadness,tate think wind willow serious play wait play sing badger
6556,sadness,country go crap matter win november isnt learn despondent future
6557,sadness,honestandfrank billcosby drug rap woman least barb sober consent
6558,sadness,whenever hear concert postpone think dismal ticket sale green
6559,sadness,david gilmour biggest compliment king ask bear mississippi pinkfloyd theblues davidgilmour blue
6560,sadness,openthedoorradi thank play crock go radio blog blue music indiemusic
6561,sadness,gbbo tonight sadly date nacho odeoncinemas bridgetjonesbaby
6562,sadness,depress week full rain ever
6563,sadness,gotta whoever support people decision discourage
6564,sadness,bigbosspeltonen nlikewise death cut despair
6565,sadness,producer mix master song murky notebook mixtape nthe tape soon free download
6566,sadness,parent literally unhappy lately
6567,sadness,recession economic gloom brightest star shine darkest night html webdesign rock rtblitz finovate wlsb
6568,sadness,feel like twitter anyone write sadness rant
6569,sadness,pull depression
6570,sadness,andrewmcmeme ask really insightful teacherly question could write kickass report sadly never know
6571,sadness,tell love respond
6572,sadness,tell love respond
6573,sadness,die dull dreary affair advice nothing whatever somerset maughm
6574,sadness,wish could live reality grieve people never brother die leave right
6575,sadness,really stay today depression hate lie fuck liar
6576,sadness,devilsadvcate manutd absolutely bore manchester unite really disappoint play dull bore
6577,sadness,lauren jauregui make problem dissapear amaze sadness keep strong
6578,sadness,embarrass slightest thing fret hate
6579,sadness,would feel know daughter get dash around whine rave
6580,sadness,burton never fail depress
6581,sadness,benleubsdorf dykstradame idiot go sink economy free money policy
6582,sadness,jake martin play capo fret position
6583,sadness,allow sulk
6584,sadness,depress blake
6585,sadness,play september demetria taylor blue
6586,sadness,faye catherine happy anger melancholy confusion woodspurge
6587,sadness,mourn celebrate shawty cause play music since
6588,sadness,mhchat understand express emotion others lead sadness loneliness impact long term mhchat
6589,sadness,devrajasmine change dark image look different look like forest
6590,sadness,bldmovs sadly beautiful photo
6591,sadness,kitchen sink
6592,sadness,stay home
6593,sadness,henderson show time hard leave go miss aflcatsswans seenitbefore lion blue
6594,sadness,friend facebook mop around house complain talk right
6595,sadness,weary well faith prayer
6596,sadness,fear truth even gloomy counterfeit berl katznelson
6597,sadness,give pain mess stress take heavy load amen stress mess pain depression sadness
6598,sadness,learn college sylvia plath stalin purge natural disaster gloomy
6599,sadness,know apple turn brown enzyme call polyphenol oxidase react oxygen well dull applefacts
6600,sadness,wiidfui time beautiful
6601,sadness,somehow twitter feel really depress like negative today think miss something
6602,sadness,cassena know optimist would despair
6603,sadness,come work reason could stay
6604,sadness,write african american refuge could save hireling slave nfrom terror flight gloom grave
6605,sadness,damiandmusic hubby noah share somber thoughtful photo dami ponytail standout highlight beautiful picture nice
6606,sadness,unhappy
6607,sadness,someone tell needa smile like excuse frown even hard happy
6608,sadness,want pour tear someone right tire upset
6609,sadness,want pour tear someone right tire upset
6610,sadness,onilink darekmeridian lmao
